コスプレコミュニティサイトとして日本最大規模を持つのが「Cure」だ。60万人の登録会員により、ここに投稿されているコスプレ画像はなんと750万枚だ。今回登場したアンドロイド向けアプリ「Cure Viewer for Android」はこの投稿画像を快適に閲覧することができる。このアプリは会員登録していない人も画像を閲覧することができる。新着画像の閲覧のほか、お気に入り画像の閲覧、もちろんキーワード検索機能もある。ピンチイン・ピンチアウトで画像の拡大や縮小ができる機能もあり使い勝手がいい。いつでもどこでも手軽にコスプレ画像を楽しく閲覧したい人にぴったりなこのアプリは、今後英語版の対応も行っていくということだ。Cure Viewer for AndroidコスプレCure    ■関連記事・KDDIがiPhone向けアプリ「auお客さまサポート」 をリリース【話題】・電子書籍市場をこっそり支えるのは女の子のエッチな願望？【話題】・連載●極・ト書き一行のカット割り! 第6回【ビデオSALON】・白物家電はやっぱり店頭買いが主流！洗濯機のネット通販はたった3.2％【話題】・店頭で口コミをささっとチェック！食品のバーコードをスキャンするiPhone/Androidアプリは「もぐナビ」【話題】,2
"London Olympic Watch日本テレビ「2012年上半期の立役者 おカゲさまHERO」（14日放送）では、『どん底からオリンピックへ！""無職のランナー""藤原新選手を変身させた踊る美女！』と題し、男子マラソン・ロンドン五輪日本代表＝藤原新に躍進するきっかけを与えたという一人の美女を紹介した。今年の東京マラソンでブレイクした藤原だが、それまでのレースは苦戦続き。昨年の東京マラソンでは、57位という成績で終えている。そんな藤原の転機は、いまやモデルや女性タレントが揃って実践しているカーヴィダンスの考案者でカリスマトレーナーとして知られる樫木裕美さんとの出会い。昨年12月、友人の紹介で樫木さんを訪ねたという藤原。樫木さんは「不安な感じでいるなということはすぐに感じました。カーヴィーダンスの先生だよっていう紹介で来てくれたので、ウネウネやらされるのかなって」と振り返ったが、事実、藤原はこの時のことを「そういう不安の中で、やっぱり本番まで3ヶ月しかなくて、焦りがありました」と語った。すると、「これ言っていいんでしょうか。これじゃケガするな。オリンピック選手の候補者とは思えないようなフォームでした」「前モモでロックした感じ。ものすごく（走り方に）ダメージが多い」と明かした樫木さんは、無駄のない身体作りと効率のよい身体の動かし方を指南したという。すると数回の練習で藤原の足音に変化が生まれ、東京マラソンでの快挙に至る。改めて、番組のカメラに語った藤原は「フォームに関しては全部、よいか悪いか樫木さんにお任せしています。今の僕があるのは、樫木さんのお陰」とまで言い切るのだった。",7
福岡の炭坑町を舞台に、貧しくも力強く生きる人々を描く「信さん・炭坑町のセレナーデ」。福岡でのオールロケを敢行し、昭和30年代後半から40年代前半にかけての炭坑町が、リアルに再現され、私達の中に忘れていた何かを思い出す、胸が熱くなる世界--。今回は、公私共に仲が良く、「人」との繋がりをとても大切に描かれている作品に出演した池松壮亮さんと石田卓也さんに、役を演じる姿勢や恋愛観などを聞いてきました。——人間をリアルに描くことに定評のある平山監督作品に、出演が決定した時はどんなご気分でしたか？石田卓也(以降石田) ：僕は監督の作品が大好きなので、今回、その大好きな監督とお仕事ができると思いすごく嬉しい気持ちだったんですよ。平山監督の現場かと思うと、少し力が入りました。池松壮亮(以降池松) ：僕も同じような思いでした。それと個人的には、小雪さんとの親子役が何年かぶりかだったのと、岸部一徳（きしべいっとく）さんと光石研（みついしけん）さんとも久々の再会でしたのでそれも嬉しかったですね。——演技派の人達ばかりが揃っていましたが、現場の雰囲気はどうでしたか？石田 ：以前一緒にお仕事をしたことのある方ばかりだったので、すごく久しぶりにまたご一緒できて嬉しかったですね。池松：僕はまだ福岡に住んでいたので、福岡の地を映画に残せるというだけで嬉しかったです。皆さんにとっては地方ロケだけど、自分にとっては地元というのも楽しみでしたし、皆さんが福岡に来てくれたのが本当に嬉しかった。——撮影をしてみて地元・福岡に対しての印象が変わりましたか？池松：昔も今も、福岡の人達の根っこはそんなに変わらないと思うんです。福岡の人達のたくましさや温かさは変わらずにずっとあると思いますので、多分平山監督もそれを感じていたから今回の映画を撮ろうと思ったんだと思います。——ノスタルジーな感じが随所に伝わってきました。オールロケーションで、見事な昭和30年代という雰囲気を再現されていましたよね。石田 ：エキストラの皆さんは現地の人だったんですが、皆さん気軽に話しかけてくれたり、差入れも持って来て下さったりして、とても温かい感じですごい空気感はあったなと思います。池松：福岡に住んでる人達は意外と知らない間に、炭坑町のこととか昔からの知識がについてるんだと思うんです。だからなのか、その時代に僕が生きていたわけでもないのに、何だか懐かしいと思えましたしその時代の人間ドラマが描けていると感じましたね。——石田さんが演じられた札付きの悪で寂しさを持ち合わせていた中岡信一に対して何か印象は？石田 ：逆境が訪れても強くたくましく生きていて、まさに“男”って感じで格好いいと思います。——自分の母親に恋心を抱く親友を持つ池松さんの守は、色々複雑だったと思いますがどんな印象を持ちましたか？池松：色んなテーマを持ってやっていましたが、やっぱり一番大きかったのが、母親に自分の一番尊敬する人が恋心をもって接している というところで、色々考える部分がありました。 1 2,5
吉川ひなのさん、マリエさん、長谷川京子さん、新垣結衣さんらが所属している芸能プロダクションの株式会社レプロエンタテインメントが、「感謝を込めて皆様にハッピーをお返しする」チャリティープロジェクト「レプロ・ハピチャリ・プロジェクト」を開始いたしました。昨年より企画準備していたという同プロジェクトは、今回の大災害が発生したことにより、企画内容を変更し計画を早急に進めたとのことで、所属タレント・スタッフ一同による総額合計3543万9896円の義援金による支援や、所属タレントとスタッフが地方各地を廻り、中長期的なチャリティー活動などを実施する予定だそうです。■レプロ・ハピチャリ・プロジェクト概要1.被災者の皆様へ義援金を寄付レプロエンタテインメントより2000万円、所属タレント・スタッフ一同より1543万9896円、合計3543万9896円を日本赤十字社を通じて寄付致します。2.所属タレント、スタッフによるチャリティー活動の実施所属タレントとスタッフが地方各地を廻り、中長期的なチャリティー活動を実施します。同時に被災地の1日でも早い復興を願って「レプロ募金」を開設し、広く義援金を募ります。3.ユニクロとのチャリティーコラボ商品発売本プロジェクトに賛同して下さる企業と協力し、本プロジェクトの理念や想いを広く伝えていきます。募金・収益金は、日本赤十字社、社団法人セーブ・ザ・チルドレン・ジャパンなどに寄付させて頂きます。活動の詳細が確定次第、随時公式サイト等にてお伝えしてまいります。■関連リンク・株式会社レプロエンタテインメント-公式サイト,5
スポーツを通して「健康」と「美しさ」を目指す女子にとって、何より大事なのがスポーツウェア。汗をすばやく吸収してくれたり、身体をのびのびと動かせたり…高機能なウェアは欠かせない存在です。「でも、機能だけじゃなくて、日常でも着られるようなオシャレさもほしい！」という欲張りな女子は、今週末、神宮前に1号店をオープンするスポーツブランド「anima（アニマ）」をチェックしてみては？「anima」のウェアは、「Running（ランニング）」「Fitness&Yoga（フィットネス&ヨガ）」「Outdoor（アウトドア）」の3つのカテゴリーを軸に展開。ランニングは吸汗速乾や軽さを、フィットネス＆ヨガは肌触りの良さやストレッチを効かせた着心地感、アウトドアは防水・撥水などのプロテクト機能など、シーンごとに、スポーツウェアに求められる機能性と快適さを追求しています。嬉しいのが、機能性だけでなくファッション性を重視していること。ファッションブランド「WJKW」のデザイナーであり、サーフィンをライフワークとしている市川麻衣子さんがディレクションをつとめるアイテムは、トレンドが程よくプラスされ、シャーベットカラーや白など、女性らしくやわらかな色使い。その他、オーガニックコットンを使用したリラックスウェア、オーガニックコスメ、ギアなどのグッズもあって、日常生活でも活躍してくれそうです。3月17日（土）にオープンする神宮前店では、ウェアやスポーツグッズ、コスメ販売のほか、3階にロッカー、パウダールームを備えたスタジオを併設。第一線で活躍する講師によるヨガ、ランニングなどのワークショップが定期的に開催されるとのこと！1階には、日本で1号店となる「グリーンスムージースタンド」も併設。美と健康に興味のある女性が楽しめるショップです。春を迎え、そろそろ何か始めたいと思っているPeachyガールの皆さん、animaのウェアでスポーツにチャレンジしてみてはいかがでしょうか。新しい自分に出会えるチャンスかもしれませんよ。■関連サイトanimaオフィシャルサイト■anima神宮前店〒150-0001 東京都渋谷区神宮前 6-5-6TEL.03-6418-4821 （3/16より開通）OPEN.11：00〜20：00,5
"今年話題の恋愛・スキャンダルニュース＜9月＞タレントのほしのあきさん（34）が2011年9月26日のブログで、かねてから交際していたJRA騎手の三浦皇成さん（21）と25日付で入籍したと報告しました。2人の交際は、ほしのさんが番組ナビゲーターを務めたフジテレビ系競馬番組「みんなのケイバ」の共演がきっかけ。2010年11月には、お互いがブログを通じて交際を報告。ほしのさんは「今、JRA騎手三浦皇成さんとは、お付き合いをさせて頂いています」とのコメントを発表。当時は結婚を否定していましたが「今は、三浦さんがレースに集中出来る環境作りを一生懸命支えていきたいと思っていますので、温かく見守って頂けると嬉しいです」と前向きに語っています。（モデルプレス）さらに、三浦皇成騎手は史上2番目の早さで200勝を達成するなど、競馬界の宝と言われる若き天才騎手。将来有望の玉の輿であることも見逃せませんね。歳の差、収入差など、結婚にまで浸透しだした""逆""格差について、メディアも過敏に反応しました。「ほしのあきもハマる！年下の彼氏と付き合うメリット4つ」(Menjoy!)http://news.livedoor.com/article/detail/5886158/「年下男子がキュンギャップで好かれる方法」(nanapi)http://news.livedoor.com/article/detail/5882528/「学生男子はアリ？アラサー女子から見た年下彼氏の魅力」(escala cafe)http://news.livedoor.com/article/detail/6104634/そして、10月下旬には妊娠中であることを発表したほしのさん。体調不良でイベントを欠席するなど、健康状態が危惧(きぐ)されていましたが、ブログでは「体に無理のないように、マイペースに頑張りますので宜しくお願いします」とコメント。今は妊娠中であるだけに自分の体を大事にして、新たに「姐さん女房タレント」としての復帰を期待しましょう！[今年話題のニュース・プレイバック一覧へ]関連記事ほしのあき・三浦皇成入籍「13歳年下ですが頼りになる」ほしのあき、婚約指輪を公開13歳の逆年の差婚成立へほしのあき１２・１９挙式日にエッセー発売皇成とのゴールインまでつづるほしのあき＆三浦皇成の結婚にテレ東幹部が頭を抱えていた事情ほしのあき、握手会中止で謝罪コメント発表アラサーOLに聞いた「自分が残念だ」と思う瞬間結婚に猛反対する両親のその理由",5
日本テレビ「おしゃれイズム」（27日放送分）では、フィギュアスケートの浅田真央がゲストで出演した様子が放送された。競技中の険しい表情とは異なり、トーク中は笑顔の絶えない浅田。大好きなカラオケについては「小塚（崇彦）選手と自分とお姉ちゃん（浅田舞）とよく行きますね。3人で」と明かし、その楽しみ方は「みんな結構、個々それぞれ自由な感じで歌って。自分のことばっかりで聴いてないみたいな」と大笑い。その他にも、目を二重（ふたえ）にしておどけてみせたり、ウインクが出来ないことを嬉しそうに明かすなど、トークを楽しんでいる様子の浅田は、自分の趣味を「よく買ってしまうものなんですけど。スイーツの本とかグルメの本とかを買っちゃうんですよね。沢山」と説明しながら、「実際、これ（本）買って行ったとこないんですよね」と自らオチを付ける場面も。また、着物姿の写真を公開すると「前髪を下ろそうと思っても、5歳の頃からスケートで（前髪を）上げてるじゃないですか。だから、前髪作っても下りてこないんですよね。ちょっと悩みなんですけど。イメージチェンジしようと思って美容院行くんですけど、行った二日くらいはいいんですけど、もう頭洗ったら全部（前髪が）後ろに行っちゃう」と意外な悩みも告白した。さらに番組の後半では、16年前、初めて出場したスケート大会後、姉・舞と安藤美姫と友人との4人で撮影された写真が紹介された浅田。番組レギュラーの藤木直人が「彼女（友人）が今何をしているかご存知ですか？」と尋ねると、「分かんないです」と呟く浅田に、藤木は「テレビ番組でアシスタントディレクターをしてて。今日、実はこのスタジオも手伝いにきてくれてるんです」と話すや、あるADの姿が目に留まった浅田は「いたっ！」と大きな声を挙げた。ここでADの松村早葵さんが紹介され、浅田と対面、「久しぶりー」と手を振り、両手で何度も高速タッチを繰り返す幼馴染の二人。「（スタジオに）ずっといた？ずっといた？」と驚く浅田に、松村さんは「でかくなったよね」と一言。ADには絡みやすいのか、上田から「君がちょっと太り過ぎたんじゃないかな？」とさっそくツッコミが入るも、松村さんは「2年目なんですけど、その前は『さんま＆くりぃむの個人情報グランプリ』を（担当していた）」と話すと、覚えていない上田は「お、おう」と苦笑い。また、幼少時代の浅田について、「いつも舞とケンカしてた。お互い練習をさぼってると“ママに言いつけるよ”ってケンカしているイメージ」と話した松村が「小さい頃から上手いなーとは思ってた」と続けると、案の定、上田から「偉そうに言うな」とツッコミも——。それでも上田は松村さんに「真央ちゃんは人気あったでしょ？」と尋ねると「（真央は）自分から好きとは言う子じゃなかったので」と返答。上田が改めて浅田に「自分から好きと言ったりは？」という話を振ると「あんまり出会わないですね。ないです、ないです。（小塚選手は恋愛対象ではない？）そうですね」とキッパリ。その最後、松村さんが彼氏とラブラブであることが明かされると、松村さんは浅田に「ちょっと後で聞いてよー」と話しかけ笑いを誘った。■関連リンク・アイスショーに姉妹で参加【写真ギャラリー】 -2005年6月・特注ドレスで登場、21歳の浅田真央【写真ギャラリー】 -2012年4月,7
"シュシュタイプのストラップが超かわいい！ 7月14日から「SoftBank SELECTION（ソフトバンクセレクション）」ブランドで販売されている「スマホウエア シュシュストラップ」（以下、シュシュストラップ）は、ユーザー参加型の商品シリーズ「スマホウエア」の第2弾となる商品だ。ソフトバンクBBと、Facebookやソーシャルメディアを活用したユーザー参加型商品企画を手掛けるアゲハの共同で商品企画を行った商品で、「ブルー」「イエローグリーン」「オレンジ」「ビビッドピンク」「ブラック」「ホワイト」「ライトピンク」「パープル」の8パターンをラインナップしている。価格はオープンだが、SoftBank SELECTIONのオンラインショップでは各種とも1,980円となっている。スマホウエア初の商品「リボンシール」同様、SoftBank SELECTIONオンラインショップのほかSoftBank SELECTION取扱店で販売を行っており、量販店では「ビックカメラ新宿東口新店」で販売していることを確認した。リボンシールのレビューに続いてこのシュシュストラップもレビューする。パッケージは透明のケース。少々大きめなのでインパクトもある今回はビビッドピンク、ブラック、ライトピンクを試したiPhone 4Sに装着してみた。ブレスレットのように手首に通して落下を防ぐ通話しているところ。ストラップに見えないお洒落なアイテムでぶっちゃけ相当かわいいWiMAXのルータ（URoad-8000）にも装着シュシュ部分をブレスレットのように手首に通すことで落下防止になる。シュシュのサイズも大きめで明るいカラーだと目立つので、ケータイをよく失くす、見失うといった人にもオススメだ。このシュシュストラップは、ソフトバンクモバイルの今夏モデルであるシャープ製の「PANTONE 5 107SH」(以下、107SH)のカラーバリエーションに合わせたパターンが8種類用意された商品だが、もちろん107SH以外のスマートフォンや従来型のケータイ、ルータやデジカメなどストラップホールが付いているものに取り付けて利用できる。素材は、シュシュ部分がポリエステル、レーヨン(平ゴム)、ストラップ部分がポリエステル、スチール、真ちゅう。前回のリボンシールに続いて非常にかわいい商品で女子力アップ間違いなしのアイテムだ。リボンシールと合わせてお気に入りのスマートフォンをコーデして楽しんでみるのも良いだろう。モデル：ちょろ取材協力：hole hole cafe&diner 新宿東口 / SLD記事執筆：2106bpm（つとむびーぴーえむ）■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX） smaxjp on Twitter・PANTONE 5 107SH 特集 - S-MAX - ライブドアブログ・女子力アップ効果が半端ない！SoftBank SELECTIONの「リボンシール」を試してみたが、かわい過ぎてマジでヤバイ【レビュー】 - S-MAX - ライブドアブログ・リボン好きにはたまらないアイテムが登場！ソフトバンクBBがスマートフォンやケースに貼って気軽にコーディネートを楽しめる超かわいいリボンシールを発売開始 - S-MAX - ライブドアブログ・新宿東口にオープンした「ビックカメラ新宿東口新店」ってどんなところ？売り場面積1万5000平米の巨大量販店に行ってみた【レポート】 - S-MAX - ライブドアブログ・SoftBank SELECTION、「PANTONE 5 107SH」の発売に合わせて専用アクセサリー4製品と、女性向けスマートフォンアクセサリー2製品を発売（ソフトバンクBB）・SoftBank SELECTIONとスマホアクセをつくろう♪（Facebook）・ONLINE SHOP（SoftBank SELECTION ソフトバンクセレクション）・ソフトバンクモバイル",6
"フラワーショップの日比谷花壇が、2011年11月21日（月）に「ヒビヤカダン スタイル 新有楽町ビル店」をオープンしました。みずほ銀行とコラボレーションした、今までにない新しいスタイルのフラワーショップとして注目を集めています。「ビル街の中でも四季を感じられるオアシス」をコンセプトに、働く女子の心を癒す空間を目指した本店舗は、約15種類の植物でデザインした壁面緑化のファザードやパリの街角を切り抜いたかのような、シックで落ち着きがありながらも、心沸き立つ華やかさをあわせ持つ店内が特徴的。中へ入ると、右手にフラワーショップ、奥にみずほ銀行のATMコーナーが設置されていて、ATMの順番を待つ間でも季節の花々の香りで心地良い時間を過ごすことができます。こちらの店舗では、生花やプリザーブドフラワーのアレンジメント、観葉植物や花鉢のほか、手軽に育てる楽しさを味わうことができる栽培セットまで幅広い品揃えが自慢。なかでも、季節のブーケは1050円から展開しているので、プレゼントだけではなく自分へのちょっとしたご褒美にもオススメです。また、2012年3月31日までの間、商品購入時のみずほマイレージクラブカードの利用や同カードの申し込みなどでヒビヤカダンのポイントを進呈するキャンペーンも実施しています。この「ヒビヤカダン スタイル 新有楽町ビル店」のオープンを記念し、Peachyでは、シックな深紅のローズやカーネーション、アジサイなどでデザインした、プリザーブドアレンジメント「パリジェンヌ」（\5,250）を5名様にプレゼントいたします。お手入れが手軽なプリザーブドアレンジメントで、あなたのお部屋にも華やかさをプラスしてみてはいかがでしょうか。「プリザーブドアレンジメント」を5名様にプレゼント【賞品・応募数】プリザーブドアレンジメント「パリジェンヌ」／ 5名様【プレゼント応募期間】2011年12月6日〜2011年12月19日【応募方法】下記『応募する』ボタンの応募フォームから必要事項をご記入の上、ご応募ください。【当選発表】・当選については、厳正なる抽選の上、決定させていただきます。・当選は発送をもって発表とかえさせていただきます。・なお、賞品の発送は12月下旬頃を予定しております。・都合により、賞品の発送が多少遅れる場合もございます。あらかじめご了承ください。※本プレゼントは、終了しました。※■関連サイトヒビヤカダン スタイル 新有楽町ビル店",5
今年のメイクはナチュラルメイクが主流。簡単そうに思えても、キレイに仕上げるのは意外と難しいですよね。単なるノーメークに見せないためにはチークをうまく使いたいもの。入れ方ひとつで印象ががらりと変わり、肌の透明感をアップしてくれます。今回のPeachySpecialでは、バリエーション豊かなチークから、編集部オススメの優秀アイテムをピックアップ。その中から、ソニア リキエル、アユーラ、アナ スイ コスメティックスのチークを6名様にプレゼントします！■Ａソニア リキエル「フレッシュ ジェル ブラッシャー（01）」を2名様にひんやりみずみずしい感触のウォータージェルベースが肌にぴったりとフィットし、透明感とキレイな発色を両方叶えてくれます。ジェルのうるおいが続くので、パウダーチークだと乾燥しちゃう……という人にも安心。ゴールドパールが入っているので、肌に良くなじみ、ツヤツヤの仕上がりに！■Ｂアユーラ「オーラフィールヴェール（PK）」をケース（ブラシ付）とセットで3名様に2色のチークカラーとハイライトがセットになったアイテム。天然紅花色素をはじめ、3種の発光パウダーによる相乗効果で内側から輝くような肌を演出。光の反射を強めるブライトニングパウダーが配合されていて、いきいきとしたツヤのある肌をつくり出してくれます。落ち着いた色が揃っているので、シーンを選ばず使えそう。ハイライトはチーク以外に使うこともできるので、1つ持っているとお直しにも便利！■Ｃアナ スイ コスメティックス「ローズ チーク カラー301」を1名様にキュートなパッケージを開けると、お花畑のようにカラフルなパレットが。全色混ぜて使うのはもちろん、好きな色を混ぜてオリジナルカラーを作ることもできちゃいます。パウダーでありながらしっとりしていて、しっかりと肌に密着。ツヤ感のある仕上がりで、発色・化粧もちもバツグンです。ほんのりとローズの香りが漂って、メイクの時間はお姫様気分に浸れそう。ソニア リキエル、アユーラ、アナ スイ コスメティックスのチークを6名様にプレゼント【賞品・応募数】■Ａソニア リキエル「フレッシュ ジェル ブラッシャー（01）」を2名様■Ｂアユーラ「オーラフィールヴェール（PK）」をケース（ブラシ付）とセットで3名様■Ｃアナ スイ コスメティックス「ローズ チーク カラー301」を1名様【応募期間】2012年5月14日（月）〜2012年5月27日（日）【当選発表・発送】・当選については、厳正なる抽選の上、決定させていただきます。・当選は発送をもって発表とかえさせていただきます。・なお、賞品の発送は6月中旬頃を予定しております。・都合により、賞品の発送が多少遅れる場合もございます。あらかじめご了承ください。【注意事項】※当選結果に関するお問い合せは受け付けておりませんので、ご了承ください。※キャンペーン参加にあたっては、必ず弊社プライバシーポリシーをお読み下さい。※ご応募は、日本国内にお住まいの方に限らせていただきます。※また、発送した賞品が長期のご不在や転居先不明、住所記載不備などで当選者様のお手元にお届けできない場合には、当選を無効とさせていただきます。※当キャンペーンの掲載内容や条件は、予告なく変更する場合がございます。あらかじめご了承ください。※キャンペーン応募時にご連絡いただく住所、氏名、電話番号等といった個人情報は、賞品発送やその確認などの本キャンペーンに関するご連絡のみに使用し、キャンペーン終了後は弊社の定める方法に基づき消去いたします。※本プレゼントは、終了しました。※,5
